"","tool_id","include","tool_name","acronym","rayyan_ref","web_ref","author","developer","year_published","updated","year_updated","updated_ref","promoted_tool","specify_indicators","wider_use","wider_use_evidence","wider_use_notes","adapted","adapted_ref","sustain_framing","dimensions","themes","named_framework","conceptual_framing","framing_definition","sdg","framing_indicator_link","indicator_convenience","sustainability_view","tool_orientiation","stakeholder_design","scale_measure","scale_report","localisable","country_use","system_type","visualise_framework","target_user","intended_function","comparison_type","verifiable","local_indicators","stakeholder_involved","indicator_selection","data_type","data_collection","complexity","access","paid_access","online_platform","guide_assess","guide_analysis","guide_interpret","guide_data_gov","informed_consent","visualise_result","visualise_type","assessment_results","collection_time","interval","interaction","interaction_expl","scaleable","aggregation","weighting","weighting_preference","comments","once_multi"
"11",10,"yes","sustainability assessment of farming and the environment framework","safe","363931897; 363932000; 363932214","https://www.researchgate.net/publication/276920439_safe-a_hierarchical_framework_for_assessing_the_sustainability_of_agricultural_systems#:~:text=the%20safe%20framework%20is%20hierarchical,beyond%20the%20production%20function%20alone.","peeters et al., 2005","universite catholique de louvain",2005,"yes","2007","https://www.sciencedirect.com/science/article/abs/pii/s0167880906003331","yes","yes","yes","https://agris.fao.org/agris-search/search.do?recordid=qc2015600008 https://www.mdpi.com/2079-9276/6/4/60 ",NA,"no",NA,"classical view","environmental; economic; social","air; soil; water; energy; biodiversity; viability/economic function; food security and safety; quality of life; psychological wellbeing; social acceptability; cultural acceptability","own framework","sustainable development; sustainable food/agriculture","adopts the definition of sustainable agriculture as the management and utilization of the agricultural ecosystem in a way that maintains its biological diversity, productivity, regeneration capacity, vitality, and ability to function, so that it can fulfil – today and in the future – significant ecological, economic and social functions at the local, national and global levels and does not harm other ecosystems (lewandowski et al, 1999)","2; 3; 6; 7; 8; 13; 14; 15","no","no","performance","researcher/developer only","farmers/farm managers; agricultural advisor/extension; researchers; policy makers","field/plot; farm/household; landscape; regional; national","field/plot; farm/household; landscape; region; national","widely applicable","belgium; spain; europe","both","no","farmers/producers; agricultural advisors; researchers; decision makers","multipurpose","unknown; over time; between cases","yes","no","yes","expert consultation; literature review","quantitative (enumumerator/farmer estimated)","interviews; field measurment","medium","open access","no","no","yes","no","yes","no","no","no","na","indicator ranges/benchmark; comparison over time","medium","years","no","no","yes","yes","no","no","this tool is very specific that it can be applied on multiple scales. further offline searches might yield more information of wider use","once"
"12",11,"yes","indicator-based sustainability assessment framework","mesmis","363932074; 363932323; 363932413; 363933395","https://www.fao.org/family-farming/detail/en/c/1193491/","garcía-barrios et al., 2012","food and agriculture organization (fao)",2012,"no",NA,NA,"yes","yes","yes","https://www.ecologyandsociety.org/vol17/iss3/art2. https://www.researchgate.net/publication/41002428_ten_years_of_sustainability_evaluation_using_the_mesmis_framework_lessons_learned_from_its_application_in_28_latin_american_case_studies","28 studies in la","no","na","governance oriented","economic; social; environmental; governance","stability; reliance; resilience; farm productivity; farm profitability; economic stability; socio-economic status; household; size; family labour size; group membership; agricultural credit; extension services; input market distance; output market; farm productivity; farm profitability; economic stability ",NA,"sustainable food/agriculture","sustainability is a complex and dynamic concept that involves multiple dimensions, some of which are dependent on location, time and socio-economic context. despite the current concerns about the global environmental impacts of livestock production, local stakeholders prioritise economic, social and a few local environmental factors of sustainability. therefore, finding relevant indicators that can be applied and compared across farming systems and geographical regions remains a great challenge.","1; 2; 5; 12",NA,"yes","both","consultation/feedback incorporated","multistakeholders","farm/household","farm/household","adaptable","global","smallholder/family","yes","policy makers; researchers; development actors","multipurpose","over time; between cases","no","yes","yes","expert consultation; literature review","quantitative (enumumerator/farmer estimated)","questionnaire/survey","high","open access","no","no","yes","yes","yes","no","yes","yes","radar/spider","scoring system","unknown","years","yes","no","no","yes","no",NA,NA,"once"
"13",12,"yes","agroecology criteria tool","act",NA,"http://agroecology-pool.org/methodology/","stephen r. gliessman","biovision; food and agriculture organization (fao)",2020,"no",NA,NA,"yes","yes","yes","https://www.agroecology-pool.org/portfolio/canopy-bridge/. https://www.agroecology-pool.org/portfolio/the_big_carrot/. https://www.agroecology-pool.org/portfolio/sonveva_fushi/  https://www.agroecology-pool.org/portfolio/shared-harvest-organic-farm/ https://www.agroecology-pool.org/portfolio/adapta-group/ https://www.agroecology-pool.org/showcases/",NA,"yes","https://www.tandfonline.com/doi/full/10.1080/21683565.2023.2187003","governance oriented","economic; social; human; environmental/ecological; institutional/governance; resilience","efficiency; recycling; regulation; synergies; diversity; resilience; circular solidarity economy; culture & food traditions; co-creation of knowledge; human & social value; responsible governance","gliessman","agroecology","agroecology generally aims at strengthening sustainability, addressing food security and advancing the sustainable development goals.","1; 2","no","yes","both","researcher/developer only","na","farm/household; field/plot; firm/business; landscape; value chain; food systems","farm/household; field/plot; firm/business; landscape; value chain; food system","widely applicable","global","both","yes","farmers/producers; business/firm; agricultural advisors; policy makers; researchers; farmer organisations; development actors; charity/ngo","multipurpose","between cases","yes","yes","yes","expert consultation; literature review; ","qualitative (textual/narrative)","interviews","medium","open access","no","yes","yes","yes","yes","no","no","yes","radar/spider","scoring system","unknown","unknown","no","yes","no","yes","no",NA,NA,"once"
"14",14,"yes","self-evaluation and holistic assessment of climate resilience of farmers and pastoralists","sharp","363932942","https://www.fao.org/in-action/sharp/background/en/",NA,"food and agriculture organization (fao)",2014,"yes","2020","https://www.fao.org/in-action/sharp/resources/sharp-tablet-application/en/","yes","yes","yes","https://www.fao.org/in-action/sharp/news-and-events/news-details/en/c/1514981/",NA,"yes","https://www.fao.org/climate-change/programmes-and-projects/detail/en/c/1199897/","livelihood oriented view; governance oriented","economic; social; environmental; governance","farm inputs; energy sources; access to markets; income sources expenditure and savings; major productive assets; access to financial services; insurance; household characteristics; agricultural production activities; land access; access to information on weather and climate change adaptation; information and communication technologies; community cooperation; group membership; nutrition; decision- making (household); decision making( farm management); crop production; weed species & management; pest management practices; livestock production practices; livestock breeding practices; livestock nutrition & health; water access & management; water quality; soil quality and land degradation; land management practices; trees; landscape characteristics; energy conservation practices; shocks; government policies and programmes on climate change and sustainable agriculture","own framework","sustainable food/agriculture","the self-evaluation and holistic assessment of climate resilience of farmers and pastoralists (sharp) tool is designed as an instrument to assess the resilience of farmer and pastoralist households to climate change.","1; 2; 3; 6; 8; 12; 15; 17","unknown","yes","performance","consultation/feedback incorporated","farmers/farm managers; pastoralists; researchers","farm/household; individual; field/plot","farm/household; field/plot; individual","widely applicable","uganda; turkey; switzerland","smallholder/family","yes","researchers; farmers/producers; pastoralists","multipurpose","between cases","no","yes","yes","participatory","quantitative (measured); qualitative (textual/narrative)","questionnaire/survey","low","restricted","unknown","yes","yes","yes","yes","no","unknown","no","na","scoring system","low","months/seasonal","yes","the team used indicators that explore ongoing social and ecosystem interlinks, the economic dimension of agriculture production and off-farm activities, and how natural resources are accessed and managed.","yes","yes","yes","text; descriptive","when analyzing sharp data, analyst should note that there are values assigned to each individual surveyed and will tell how much each unit surveyed will count in analysis.","once"
"15",15,"yes","brazilian multidimensional index for sustainable food systems","misfs","363931478; 363933679","https://www.sciencedirect.com/science/article/abs/pii/s0305750x21000826","carvalho et al., 2021",NA,2021,"yes","2022","norde et al., 2022","yes","yes","unknown",NA,NA,"no",NA,"classical view","social; human; nutrition; environmental; economic","food security; equity; work conditions; nutrition-related disease; dietary intake; water; soil; climate; toxicity; biodiversity; resilience; profitability; productivity; job market; local supply; food cost; infrastructure","own framework","sustainable food/agriculture","sustainable food systems (sfs) are those that ensure social, eco- nomic, and environmental bases to generate food security and nutrition for future generations (fao, 2018).","1; 2; 3; 6; 8; 12; 13; 14; 15","yes","yes","performance","researcher/developer only","na","food systems","region; national","widely applicable","brazil","both","no","policy makers; researchers","policy advise; research","between cases","yes","no","no","literature review","quantitative (measured)","database/secondary data","medium","open access","no","no","no","no","no","no","unknown","yes","bar plot","composite index","low","decades","no",NA,"yes","yes","no",NA,NA,"once"
"16",16,"yes","saleth, 1993",NA,"363931563; 363932482, 363932664","https://www.researchgate.net/publication/287583992_agricultural_sustainability_status_of_the_agro-climatic_sub-zones_of_india_empirical_illustration_of_an_indexing_approach","saleth, 1993",NA,1993,"no",NA,NA,"no","yes","unknown",NA,NA,"no",NA,"classical view","ecological; economic; social","ecological; economic; social","sustainable livelihood security index (slsi) (swaminathan, 1991)","sustainable livelihoods","in an operational context, the multi-dimensional conception of the sustainable development of agriculture (sda) requires the sustainable livelihood security index (slsi) to be a composite index of three indices i.e ecological security index (esi), economic efficiency index (eei), social equity index (sei), so that it can take stock of both the conflicts and synergy between ecological, economic and equity aspects of  slsi.","1; 2; 3; 5; 14","yes","yes","performance","researcher/developer only","na","regional","region","widely applicable","india","both","no","policy makers; researchers","policy advise; research","between cases","yes","no","no","literature review","quantitative (measured)","database/secondary data","medium","open access","no","no","no","no","no","no","unknown","yes","tables","composite index","low","decades","no",NA,"yes","yes","yes","under this approach, first, the inverse of the proportional contribution of esi, eei and sei to the slsi was obtained. and then, the weight tube assigned to each component will bethe ratio of its inverse contribution to the sum of all the three inverse proportions. despite its heuristic nature, ithasthe following appeals: (i) since the relative significance of the components of slsi varies by regions, it assigns differential weights not only across components but also across regions and (it) the weights assigned are also inverse to the relative significance of the three components as reflected by theirvalues.this is due to the fact that as one has more (less) of something (she will value it less (more).",NA,"once"
"17",17,"yes","ikerd et al., 1996",NA,"363931598","https://www.jstor.org/stable/pdf/44503903.pdf?refreqid=excelsior%3adafa78f28b92ea1523412dfeec506813&ab_segments=&origin=&initiator=&accepttc=1","ikerd et al., 1996",NA,1996,"no",NA,NA,"no","yes","unknown",NA,NA,"no",NA,"classical view","environmental; economic; social","natural resource conservation; environmental protection; farm profitability; employment opportunities ","own framework","sustainable food/agriculture","the food, agriculture, conservation, and trade act of 1990 defines sustainable agriculture for purposes of federally funded research and education programs as ""integrated systems of plant and animal production practices having site specific application that will over the long run: (a) satisfy human food and fiber needs, (b) enhance environmental quality and the natural resource base upon which the agri- cultural economy depends, (c) make most efficient use of nonrenewable resources and on-farm resources, and integrate, where appropriate, natural biological cycles and controls, (d) sustain the economic viability of farm operations, and (e) enhance the quality of life for farmers and society as a whole"" (u.s. congress, 1990s).","15; 7; 8; 1","no","unknown","performance","researcher/developer only","na","field/plot; farm/household","landscape","widely applicable","united states","both","no","researchers","strength/weakness; research","between cases","yes","no","no","unknown","quantitative (researcher estimated)","expert opinion","low",NA,"no","no","no","no","no","no","no","no","na","comparison between cases","low","years","no",NA,"yes","no",NA,NA,"very little detail in this study and no mention of the environmental indicator results. suggest excluding?","once"
"18",18,"yes","senanayake, 1991",NA,"363931499","https://www.tandfonline.com/doi/abs/10.1300/j064v01n04_03","senanayake, 1991",NA,1991,"no",NA,NA,"no","yes","unknown","no","referenced 99 times? is this indication of wider use?","no",NA,"productive view","economic; ecological","external inputs balance; energy; soil; biota; diversity","own framework","sustainable food/agriculture","a common theme which emerges is that the term 'sustainable agriculture' refers to an agricultural system that will continue to be productive into a distant future.","7; 12; 15","no","no","performance","consultation/feedback incorporated","farmers/farm managers; agricultural advisor/extension; researchers; policy makers","farm/household","farm/household","adaptable","australia","both","no","farmers/producers; agricultural advisors; researchers; policy makers","strength/weakness; research","over time; between cases","unknown","no","no","literature review","quantitative (enumumerator/farmer estimated)","questionnaire/survey","high","open access","no","no","yes","no","yes","no","no","no","na","scoring system",NA,"months/seasonal","no",NA,"no","yes","no",NA,"this is a pretty old tool and may not be as relevant now. although cited, it fails in my opinion, to meet the holistic tool threshold. lets leave it out then - if we are reviewing one that doensn't fit our criteria we can stop the review and make a note and move on ","once"
"19",19,"yes","stockle et al., 1994",NA,"363931572","https://www.cambridge.org/core/journals/american-journal-of-alternative-agriculture/article/abs/framework-for-evaluating-the-sustainability-of-agricultural-production-systems/271317d6839cda88d648f3153eed02dd","stockle et al., 1994",NA,1994,"no",NA,NA,"no","yes","unknown",NA,NA,"no",NA,"classical view","economic; social; environmental","profitability; productivity; soil quality; water quality; air quality; energy efficiency; fish and wildlife habitat; quality of life; social acceptance","own framework","sustainable food/agriculture","sustainable practices should do the following: 1. provide an abundant and safe supply of food and fiber to meet society's demands; 2. preserve the natural resource base, aiming for sound and effective environmental stewardship; 3. maximize the quality of rural and urban life; 4. maintain the profitability of farms while making farming more compatible with public standards of environmental quality.","1; 2; 3; 6; 7; 8; 12; 13; 14; 15","no","yes","both","consultation/feedback incorporated","farmers/farm managers; researchers","farm/household; landscape","farm/household; landscape","adaptable","united states; elsewhere","both","no","farmers/producers; researchers","strength/weakness; research","over time; between cases","yes","yes","no","expert consultation; literature review","quantitative (enumumerator/farmer estimated); qualitative (textual/narrative)","questionnaire/survey; remote sensing; expert opinion","low","open access","no","no","yes","yes","yes","no","no","no","na","scoring system","medium","years","no",NA,"yes","yes","yes",NA,"a system is evaluated by assigning weights to each attribute, scoing the attributes of the proposed system based on specific contstraints and the combining the weights to produce a figure of merit","multiple"
"20",20,"yes","tschirley et al., 1997",NA,"363931647","https://www.fao.org/3/w4745e/w4745e0i.htm","tschirley et al., 1997","food and agriculture organization (fao)",1997,"no",NA,NA,"no","yes","unknown",NA,NA,"no",NA,"classical view","economic; social; environmental","employment; income; valuation; opportunity costs; financial risk; direct/indirect costs; income distribution; land reform; access to capital; food security; management capacity; natural resource endowments; agroecological resilience; production system diversity; population supporting capacity","sustainable agriculture and rural development (sard) framework","sustainable food/agriculture","sustainability indicators look at economic, social and environmental information in an integrated manner and are growing in importance with the advent and follow-up to agenda 21. the sard framework includes: 1. policy adjustment and planning assistance 2. strengthening human resources and institutional capacity 3. improved management of natural resources 4. sound use of agricultural inputs","1; 2; 4; 8; 12; 14; 15","no","no","both","consultation/feedback incorporated","multistakeholders","food systems; national; landscape","food system; national; landscape","adaptable","tanzania","both","yes","farmers/producers; policy makers; researchers; development actors","multipurpose","over time","unknown","yes","yes","expert consultation; literature review","quantitative (measured)","questionnaire/survey; expert opinion","low","open access","no","no","yes","yes","no","no","no","no","na","scoring system",NA,"years","yes","interactions among the environmental, social and economic components of sustainability need considerable field research to better understand how they affect each other and the driving forces that need to be measured.","yes","yes","no","no","confusion in tool and framework. great as a guide but is neither a tool or framework.",NA
"21",21,"yes","multiple reference point weak-strong composite indicators","mrp-wsci","363931485","https://www.sciencedirect.com/science/article/abs/pii/s0305048318310375#:~:text=the%20mrp%2dwsci%20composite%20indicators,mixed%20composite%20indicator%20(mci).","boggia et al., 2023",NA,2023,"no",NA,NA,"no","yes","unknown",NA,NA,"no",NA,"classical view","economic; social; environmental",NA,NA,"sustainable food/agriculture",NA,"1; 2; 5; 12",NA,"yes","both","researcher/developer only","na","farm/household","farm/household","context-specific","italy","both","no","policy makers; researchers; development actors","multipurpose","between cases","unknown","yes","no","expert consultation; literature review","quantitative (measured)","questionnaire/survey","high","restricted","unknown","unknown","yes","yes","yes","no","unknown","no","na","scoring system","medium","months/seasonal","no",NA,"unknown","yes","no",NA,"this methodology can provide information regarding the sustainability of farms to regional and/or national agricultural offices, agricultural extension workers, and farmers themselves, helping in understanding issues in specific dimensions.","once"
"22",22,"yes","pal et al., 2022",NA,"363931465","https://link.springer.com/article/10.1007/s40003-022-00621-y","pal et al., 2022",NA,2022,"no",NA,NA,"no","yes","unknown",NA,NA,"no",NA,"classical view","economic; social; environmental; agricultural productivity; institutional/governance","soil health; water management; environment and ecology; socioeconomic","own framework","sustainable food/agriculture","the conservation of natural resources (land, water, genetic resources) and steering technological and institutions change to meet the needs of the present generation, without compromising the ability to meet the aspirations of future generations'","2; 13; 15","no","yes","practice","researcher/developer only","na","regional","region","adaptable","india","both","no","farmers/producers; agricultural advisors; policy makers; researchers; farmer organisations","multipurpose","between cases","yes","no","no","literature review","quantitative (measured); quantitative (enumumerator/farmer estimated)","database/secondary data; expert opinion; field measurment","high","open access","no","no","no","no","no","no","no","no","tables","scoring system","high","unknown","no",NA,"yes","yes","no",NA,NA,"once"
"23",23,"yes","magrini, 2022",NA,"363931484","https://link.springer.com/article/10.1007/s10182-022-00437-9#sec6","magrini, 2022",NA,2022,"no",NA,NA,"no","yes","unknown",NA,NA,"no",NA,"classical view","economic; social; environmental",NA,"own framework","sustainable food/agriculture","in this context, sustainability assessment implies considering different aspects of agricultural activities, including environmental, economic and social issues, and it is usually based on practice-based indicators.","2; 12; 13","no","yes","both","researcher/developer only","researchers; experts; policy makers","regional","region","widely applicable","europe","both","no","policy makers","strength/weakness","over time","yes","no","no","literature review","quantitative (predicted)","database/secondary data","high","open access","no","no","no","no","no","no","no","yes","timeseries; tables","comparison over time","high","years","no",NA,"unknown","yes","no",NA,NA,"once"
