tool_id,metric_id,dimensions,themes,metric_question
86,5,environment,maintenance of biodiversity,specialisation
86,6,environment,maintenance of biodiversity,mean area per plot
86,7,environment,minimisation of soil loss,soil cover 
86,8,environment,maintenance of chemical quality of soil,nitrogen balance 
86,9,environment,maintenance of chemical quality of soil,phosphorus balance 
86,10,environment,maintenance of chemical quality of soil,pesticide risk 
86,11,environment,minimisation of water extraction,use of irrigation water 
86,12,environment,optimisation of energy balance,energy balance 
86,13,environment,maintenance of habitat diversity,agro-environmental subsidy areas 
86,14,economic,farmers' income guarantee,income of agricultural producers 
86,15,economic,minimisation of dependence on subsidies,contribution of agriculture to gdp 
86,16,economic,minimisation of impact of risks,insured area 
128,1,economic,NA,agricultural gross domestic product
128,2,economic,NA,land productivity 
128,3,economic,NA,labor productivity 
128,4,environment,NA,organic fertilization
128,5,environment,NA,soil cover for agriculture
128,6,environment,NA,emissions of most air pollutants from stationary sources
128,7,social,NA,proportion of rural population
128,8,social,NA,share of rural and residents’ income
100,1,social; economic,socio-economic,land tenure; percentage of farmers owning land
100,2,social; economic,socio-economic,financial resources for the financing of cocoa; percentage of farmers with access to economic resources to finance crop
100,3,social; economic,socio-economic,food production to consumption; percentages of farmers who produce food for consumption
100,4,social; economic,socio-economic,perception of safety; percentage of farmers with good perception of security
100,5,social; economic,socio-economic,social organization for the production; percentage of farmers belonging to an organization of cocoa production
100,6,social; economic,socio-economic,business management of the crop; percentage of farmers with crop business management
100,7,social; economic,socio-economic,"quality of public services. percentage of farmers who have a perception that services they received (education and health, home services for drinking water, electricity and domestic gas) are of high quality"
100,8,social; economic,socio-economic, access roads to the farm lands; percentage of farmers with a good sense of conditions of access roads to farms
100,9,social; economic,socio-economic,bargaining power of farmers; percentage of farmers with good perception of their bargaining power and scope of participation in the marketing of the product.
100,10,social; economic,socio-economic, diversity of income; percentage of farmers with different incomes
100,11,environment,ecological,conservation of natural resources; percentage of farmers who practice conservation of resources
100,12,environment,ecological,soil conservation; percentage of farmers who practice conservation of soils
100,13,production,crop and postharvest subsystem, availability of water for cocoa;  percentage of farmers with water availability for growing cocoa
100,14,production,crop and postharvest subsystem,farming practices; percentage of farmers who perform two or more agricultural practices
100,15,social,crop and postharvest subsystem,cultural practices; percentage of farmers who perform two or more cultural practices a month
100,16,production,crop and postharvest subsystem,postharvest practices; percentage of farmers that consider fedecacao recommendations for postharvest practices
163,1,environment,NA,intensification
163,2,environment,NA,irrigation water consumption
163,3,environment,NA,crop diversity
163,4,environment,NA,nitrogen-fixing crops
163,5,environment,NA,mean area per plot
163,6,environment,NA,specialization rate
163,7,environment,NA,environment sensitization
163,8,environment,NA,agri-environmental measures
163,9,environment,NA,organic farming
163,10,social,NA,contribution to employment
163,11,social,NA,hired labour
163,12,social,NA,age
163,13,social,NA,education
163,14,social,NA,agricultural training
163,15,social,NA,type of employment
163,16,social,NA,prospects of succession
163,17,social,NA,farm continuity
163,18,social,NA,household size
163,19,social,NA,farm expansion
163,20,social,NA,participation in pos
163,21,social,NA,farming activity satisfaction
163,22,social,NA,leisure time satisfaction
163,23,social,NA,quality of life satisfaction
163,24,social,NA,agricultural advisory services
163,25,social,NA,salary level
163,26,social,NA,disposable income
163,27,economic,NA,land productivity
163,28,economic,NA,labor productivity
163,29,economic,NA,capital productivity
163,30,economic,NA,level of farm modernization
163,31,economic,NA,land fragmentation
163,32,economic,NA,economic efficiency
163,33,economic,NA,capital efficiency
163,34,economic,NA,profitability
163,35,economic,NA,owned area
163,36,economic,NA,dependency on external inputs
163,37,economic,NA,subsidies dependency
163,38,economic,NA,financial records
163,39,economic,NA,off/non-farm income
163,40,economic,NA,short food supply chains
163,41,economic,NA,on-farm processing
101,1,human,food quality,level of macro-nutrients (g/kg potato)
101,2,human,food quality,level of micro-nutrients (g/kg potato)
101,3,human,food quality,shelf-life (days)
101,4,social; human,food safety,level of polycyclic aromatic hydrocarbons (g/kg potato)
101,5,social; human,food safety,level of heavy metals (g/kg potato)
101,6,social; human,food safety,level of pathogens (cfu/kg potatoes)
101,7,social; human,food safety,level of parasites
101,8,social; human,human health/disease,intake of heavy metals and polycyclic aromatic hydrocarbons (g/kg body weight)
101,9,human,human health/disease,ammonia emissions (g/kg potato)
101,10,human,human health/disease,h2s emissions (g/kg potato)
101,11,human,human welfare,score on farmer well-being (range from 1 to 10)
101,12,human,human welfare,percentage reported illnesses per farm
101,13,human,human welfare,consumer price (euro/kg potato)
101,14,human,human welfare,increase in annual turnover (%/year/farm)
101,15,human,human welfare,complexity of the supply chain (# steps in the supply chain)
101,16,environment,emissions,greenhouse gas emissions (g co2-eq/kg potato)
101,17,environment,emissions,acidification potential (g so2-eq/kg potato)
101,18,environment,environmental impact of pesticides,nitrate leaching (g no3/kg potato)
101,19,environment,environmental impact of pesticides,fossil p use (g p/kg potato)
101,20,environment,biodiversity,pesticide use (g active compounds/kg potato)
101,21,environment,biodiversity,species variation (# species/farm)
101,22,environment,use of natural resources,energy use (mj fossil fuels/kg potato)
101,23,environment,use of natural resources,transportation (km/kg potato)
101,24,environment,use of natural resources,land use (ha/kg potato)
101,25,environment,use of natural resources,nitrogen use (g n/kg potato)
101,26,environment,use of natural resources,phosphorus use (g p/kg potato)
101,27,environment,use of natural resources,water use (m3/kg potato
101,28,economic,farm productivity,net income (euro/farm)
101,29,economic,farm productivity,continuity perspective (solvency/farm)
101,30,economic,economic performance per sector,relative employment (% of the total employment in the netherlands)
101,31,economic,economic performance per sector,contribution to gross domestic product (%)
101,32,economic,economic performance per sector,"competitive position (export (euro)/total production of agricultural products in the netherlands (euro))
"
101,33,economic,economic performance per sector,self-sufficiency (import (euro)/total production of agricultural products in the netherlands (euro))
162,1,social,family theme,education of the head of the family
162,2,social,family theme,age of the head of the family
162,3,social,family theme,family size
162,4,social,family theme,% schooled children
162,5,social,family theme,children working on the farm
162,6,social,family theme,potential male and female workers in the family
162,7,social,family theme,family members working outside the farm
162,8,social,family theme,family members who can work outside the farm
162,9,social,land theme,total area owned by the family
162,10,social,land theme,total cropped area per year
162,11,social,land theme,% rented land
162,12,social,land theme,purchased land (feddan1)
162,13,social,land theme,lands accessed in the settlement program (feddan1)
162,14,production,livestock theme,number of tlu2
162,15,production,livestock theme,fattening animals
162,16,production,livestock theme,dairy animals
162,17,production,livestock theme,% dairy buffalo (per total dairy animals)
162,18,production,livestock theme,% dairy crossbreed (per total dairy animals)
162,19,production,livestock theme,small ruminants
162,20,economic,diversification theme animal,% animal cash flow/total family cash flow
162,21,economic,diversification theme animal,dairy products/total products
162,22,environment,diversification theme crop,% forage crops area (per total cultivated area)
162,23,environment,diversification theme crop,% food crop area (per total cultivated area)
162,24,environment,diversification theme crop,% cash crop area (per total cultivated area)
162,25,environment,diversification theme crop,% tree area (per total cultivated area)
162,26,environment,diversification theme crop,% wheat area (per total cultivated area)
162,27,environment,diversification theme crop,% maize area (per total cultivated area)
162,28,economic,diversification theme labour,salaried workforce in the farm workforce
162,29,economic,diversification theme labour,salaried agriculture workers
162,30,economic,diversification theme labour,family farm workers
162,31,economic,diversification theme labour,farm employment (family and salaried workers)
162,32,economic,integration theme feed,purchased feed cost per tlu1
162,33,economic,integration theme feed,self-produced fodder cost per tlu
162,34,economic,integration theme feed,cost of concentrate per tlu
162,35,production,integration theme feed,stocking rate (tlu per fodder area)
162,36,environment,integration theme environmental sustainability,organic nitrogen supply/nitrogen supply
162,37,environment,integration theme environmental sustainability,on-farm nitrogen supply/ organic nitrogen supply
162,38,social,well-being theme income,annual net income
162,39,social,well-being theme income,annual net income/family workers annual net income/minimum salary2
162,40,social,well-being theme income,annual net income per family member
162,41,social,well-being theme income,% meat and milk income per total family and farm annual expenses
162,42,social,well-being theme income,ruminant net income/minimum salary2
162,43,social,well-being theme food security,protein supply/family protein needs
162,44,social,well-being theme cash flow,% milk daily income/minimum family daily needs
162,45,social,well-being theme transmissibility,area by family work unit (in full-time job)
162,46,social,well-being theme transmissibility,total physical capital per child
162,47,economic,efficiency theme crop and farm efficiency,net income per unit area
162,48,economic,efficiency theme crop and farm efficiency,profit
162,49,economic,efficiency theme livestock efficiency,milk and meat income/livestock capital value
162,50,economic,efficiency theme livestock efficiency,feed cost per litre
162,51,production,efficiency theme livestock efficiency,milk yield (litre/year/head)
162,52,production,efficiency theme livestock efficiency,milk produced per unit area
162,53,economic,diversification theme animal,% animal cash entries per total family cash entry
162,54,economic,diversification theme animal,dairy products per total products
162,55,environment,diversification theme crop,% area cultivated with fodder
162,56,environment,diversification theme crop,food crops
162,57,environment,diversification theme crop,cash crops
162,58,environment,diversification theme crop,trees
162,59,environment,diversification theme crop,wheat
162,60,environment,diversification theme crop,maize
162,61,economic,diversification theme labour,number of salaried agriculture workers per land unit
162,62,economic,diversification theme labour,number of family farm workers per total farm workers
162,63,economic,diversification theme in−/off-farm,off-farm income per total family income
162,64,economic,integration theme feed,purchased feed cost per tlub
162,65,economic,integration theme feed,self-produced fodder cost per tlu
162,66,economic,integration theme feed,concentrate cost per tlu
162,67,environment,integration theme feed,stocking rate (tlu per fodder area)
162,68,environment,integration theme environmental sustainability,organic nitrogen supply/nitrogen supply
162,69,environment,integration theme environmental sustainability,on-farm organic nitrogen per total nitrogen
162,70,social,well-being theme income,net income per family worker
162,71,social,well-being theme income,net income per family member
162,72,social,well-being theme income,% animal receipt per total family expenses per year
162,73,social,well-being theme income,ruminant net income per minimum annual salary
162,74,social,well-being theme food security,protein supply/family protein needs
162,75,social,well-being theme cash flow,% milk daily receipt/family daily needs
162,76,social,well-being theme transmissibility,area by family work unit (full-time job)
162,77,social,well-being theme transmissibility,total physical capital per child
162,78,economic,efficiency theme ecological efficiency at farm level,net income per unit area
162,79,economic,efficiency theme ecological efficiency at farm level,profit
162,80,economic,efficiency theme ecological efficiency at farm level,total farm employment
162,81,economic,efficiency theme ecological efficiency at farm level,% salaried workforce in the farm workforce
162,82,economic,efficiency theme technical efficiency at livestock system level,milk/meat income/livestock capital
162,83,economic,efficiency theme technical efficiency at livestock system level,feed cost per litre
162,84,production,efficiency theme technical efficiency at livestock system level,milk yield (milk volume per head per year)
162,85,production,efficiency theme technical efficiency at livestock system level,milk product per unit area
167,1,economic,NA,food crops farmer terms of trade (ftt)
167,2,economic,NA,rice productivity
167,3,economic,NA,percentage of irrigated paddy field area
167,4,economic,NA,agricultural infrastructure
167,5,economic,NA,food crop subsector labour
167,6,economic,NA,financial feasibility of rice farming (b/c ratio)
167,7,environment,NA,use of organic fertilizers
167,8,environment,NA,use of chemical fertilizers
167,9,environment,NA,use of chemical pesticides
167,10,environment,NA,water quality index (wqi)
167,11,environment,NA,cropping index (ci)
167,12,environment,NA,land suitability
167,13,environment,NA,the rate of conversion of paddy fields
167,14,social,NA,population growth rate
167,15,social,NA,access to agricultural finance
167,16,social,NA,youth participation rates in the agricultural sector
167,17,social,NA,village accessibility
167,18,social,NA,the level of poverty in rural areas
167,19,social,NA,rice farmers households
167,20,production,NA,integrated pest management
167,21,production,NA,climate change mitigation
167,22,production,NA,application of ecologically friendly rice cultivation technology
167,23,production,NA,use of agricultural machine tools
167,24,production,NA,agricultural households that  have participated  in agricultural extension
167,25,production,NA,agricultural extension officer
167,26,governance,NA,institutional extension of agriculture
167,27,governance,NA,farmer group capacity
167,28,governance,NA,institutional agricultural mechanization
167,29,governance,NA,farmers economic institution
167,30,governance,NA,sustainable agriculture land protection regulation
167,31,governance,NA,rice farmer insurance program
168,1,economic; environment,NA,minimum area of 50 m2 for all urf
168,2,economic; environment,NA,maximum area of 100 m2 for rtgsa
168,3,economic; environment,NA,the economic feasibility of adapting the rooftops is analysed in the sustainability valuation
168,4,environment,NA,minimum solar radiation of 530e830 kwh/m2/ya
168,5,environment,NA,the irradiance was calculated on georeferenced urban 3d models of the reference buildings using insight-360b
168,6,social; environment,NA,"compliance with local planning, construction and urban codes for rtgs in quito, ecuador:"
168,7,social; environment,NA,maximum useable roof area of 30%c
168,8,social; environment,NA,5m setbacks
168,9,social; environment,NA,maximum building height
168,10,social; environment,NA,inclusion of fire detection systems
168,11,production; environment,NA,minimum overload capacity 200 kg/m2a
168,12,production; economic,NA,overload capacity for green-roofs 490 kg/m2d
168,13,production; economic,NA,acceptable slope 2e5%c
168,14,production; economic,NA,accessible through staircases
168,15,production; economic,NA,free of all mechanical fixings
105,1,environment,NA,ghg emissions per farm
105,2,environment,NA,ghg emissions per kilogram of output
105,3,environment,NA,emissions from fuel and electricity
105,4,environment,NA,nitrogen balance per hectare
105,5,environment,NA,nitrogen use efficiency per farm
105,6,economic,NA,productivity of labour
105,7,economic,NA,productivity of land
105,8,economic,NA,profitability
105,9,economic,NA,viability of investment
105,10,economic,NA,market orientation
105,11,social,NA,household vulnerability
105,12,social,NA,level of agricultural education
105,13,social,NA,isolation risk
105,14,social,NA,high age profile
105,15,social,NA,work–life balance
144,1,environment,natural capital,farm size
144,2,environment,natural capital,crop diversity (species and genetic level)
144,3,environment,natural capital,self-assessment of land productivity
144,4,environment,natural capital,adoption of sustainable land management practices
144,5,environment,natural capital,water availability for irrigation
144,6,economic,physical capital,type of irrigation
144,7,economic,physical capital,ownership of useful farm machines
144,8,economic,physical capital,access to roads
144,9,economic,physical capital,access to markets
144,10,economic,physical capital,technology: adoption of protected agriculture
144,11,economic,physical capital,water collection/ management system
144,12,economic,financial capital,diversity of income
144,13,economic,financial capital,income and income stability
144,14,economic,financial capital,wealth: farm land ownership
144,15,economic,financial capital,availability of financial instruments
144,16,human,human capital,access to technical assistance
144,17,human,human capital,farming experience
144,18,human,human capital,perception of climate risk
144,19,human,human capital,education level of hh
144,20,human,human capital,available labour
144,21,social,social capital,participation in organizations
144,22,social,social capital,local coping networks
144,23,social,social capital,communication networks/source of climate information
145,1,economic,income,farm income irr/farm
145,2,economic,income,insurance %
145,3,social,income,food self-sufficiency %
145,4,social,employment conditions,discriminatory employment %
145,5,economic,efficiency of production,crop productivity kg/ha
145,6,social,access to knowledge and information,access to extension services value
145,7,environment,water resources,groundwater depletion m3/ha
145,8,environment,soils,agrochemicals use kg/ha
145,9,environment,biodiversity,biodiversity value
198,1,environment,NA,integrated water management
198,2,environment,NA,integrated land management
198,3,environment,NA,integrated pest management
198,4,environment,NA,soil fertility management
198,5,environment,NA,bio-diversity
198,6,environment,NA,plant rotation
198,7,environment,NA,mixing traditional methods with modern innovative methods
198,8,environment,NA,ecological system and environmental degradation
198,9,social,NA,education and training facilities
198,10,social,NA,social involvement
198,11,social,NA,farmers’ knowledge and awareness
198,12,social,NA,food self- sufficiency
198,13,social,NA,food security and distribution
198,14,social,NA,participation in cooperative organization
198,15,social,NA,sharing knowledge and experience
198,16,economic,NA,net farm return
198,17,economic,NA,land productivity
198,18,economic,NA,targeted economic  viability
198,19,economic,NA,sufficiency of cash flow
198,20,economic,NA,cost saving
198,21,economic,NA,farms overall values
198,22,economic,NA,advanced sa technology
203,1,environment,NA,ratio of wild animal damage
203,2,environment,NA,farmers opinion
203,3,environment,NA,the protected area level
203,4,environment,NA,level of soil analysis
203,5,environment,NA,use of chemical fertilizers
203,6,environment,NA,use of pesticides
203,7,environment,NA,ratio of farms with erosion problem
203,8,social,NA,level of following agricultural innovations
203,9,social,NA,satisfaction with dealing with agricultural activities
203,10,social,NA,communication level
203,11,social,NA,organization level
203,12,social,NA,population resident
203,13,social,NA,gender distribution
203,14,social,NA,farm owner age index
203,15,economic,NA,irrigated land
203,16,economic,NA,land size
203,17,economic,NA,mechanization index
203,18,economic,NA,crop diversification
203,19,economic,NA,fragmentation of land index
203,20,economic,NA,land productivity
203,21,economic,NA,agricultural income compedency level
201,1,environment,difficulty in reorienting productions,raised species 1
201,2,environment,difficulty in reorienting productions,lu bovine/total lu 2
201,3,environment,difficulty in reorienting productions,lu sheep/lu total
201,4,environment,difficulty in reorienting productions,lu caprino/lu total
201,5,production,difficulty in reorienting productions,cows per bull
201,6,production,difficulty in reorienting productions,ewes per ram
201,7,production,difficulty in reorienting productions,goats per male
201,8,production,difficulty in reorienting productions,different breeds of bulls 3
201,9,production,difficulty in reorienting productions,different breeds of rams
201,10,social,difficulty in reorienting productions,different breeds of male goats
201,11,social,difficulty in reorienting productions,farmer’s age
201,12,social,difficulty in reorienting productions,level of training of the farmer
201,13,social,low capacity to renew or acquire assets,intention to continue in the activity
201,14,economic,low capacity to renew or acquire assets,% fixed cost
201,15,economic,high dependence on subsidies,subsidy/income ratio
201,16,economic,dependence on external inputs,cattle feeding 4
201,17,economic,dependence on external inputs,veterinary expenses
201,18,economic,dependence on external inputs,other goods and services
201,19,environment,dependence on external inputs,% leased area 5
201,20,social,lack of sectoral integration,associationism 6
201,21,social,dissociation between family and local environment,family workforce 7
201,22,social,unequal distribution of income,total awu/100 ha
201,23,social,unequal distribution of income,fixed awu/100 ha 8
201,24,social,unequal distribution of income,eventual awu/100 ha
201,25,social,unequal distribution of income,family awu/100 ha
201,26,social,unequal distribution of income,number of jobs
201,27,social,gender inequality,female workforce
201,28,economic,low consistency for production,% owned surface 9
201,29,economic,low consistency for production,fixed capital land 10
201,30,economic,low consistency for production,fixed capital infrastructure
201,31,economic,low consistency for production,fixed capital machinery
201,32,economic,low consistency for production,fixed capital earned
201,33,environment,low consistency for production,total stocking rate 11
201,34,environment,low consistency for production,percentage of local cows 12
201,35,environment,low consistency for production,percentage of local sheep
201,36,environment,low consistency for production,percentage of local goats
201,37,economic,low production efficiency,net added value
201,38,economic,low production efficiency,net operating surplus
201,39,economic,low production efficiency,net business income (profit)
201,40,economic,low production efficiency,operating rate of return
201,41,economic,low production efficiency,gross production
201,42,economic,low production efficiency,cattle sales
201,43,economic,low production efficiency,milk sales
147,1,environment,diversity of crops and breeds,average crop and breed species richness (likert scale)
147,2,environment,natural capital,access to land
147,3,environment,natural capital,soil fertility
147,4,environment,natural capital,access to drinking water
147,5,environment,natural capital,access to water for irrigation
147,6,human,human capital,existence of family involvement
147,7,human,human capital,experience in the food system activity
147,8,human,human capital,years of schooling
147,9,human,human capital,access to healthcare
147,10,human,human capital,health in the family
147,11,economic,financial capital,income sources of different food system
147,12,economic,financial capital,levels of wages/incomes
147,13,economic,financial capital,food expenditures
147,14,economic,financial capital,other expenditures
147,15,economic,financial capital,"savings, debts, loans"
147,16,economic,financial capital,state support
147,17,economic,financial capital,other support
147,18,social,social capital,participation in social networks
147,19,social,social capital,"use of group tools, equipment, or infrastructure"
147,20,social,social capital,participation in decision-making
147,21,economic,physical capital,existence of housing and other installations
147,22,economic,physical capital,sanitary services
147,23,economic,physical capital,"other services (water, electricity, gas, waste management)"
147,24,economic,physical capital,"access to inputs, machinery and tools"
147,25,economic,physical capital,access to transport
147,26,economic,decentralization and independence,"dependence on external knowledge, inputs, and markets"
147,27,economic,local consumption of production,percentage of production that is consumed on-farm or locally
147,28,social,interest groups,interest group identified across food system
147,29,environment,ecologically self-regulated,"contribution to landscape diversity, implying the number of different land cover classes; degradation of soils and ecosystem services."
147,30,social,appropriately connected,"indication of cooperation, trust relationships, or solidarity networks"
147,31,social,knowledge of threats and opportunities,actor awareness of risks or opportunities
147,32,social,reflective and shared learning,"level of activities, commitment, or indication of creation of a desirable future at any stage and by any actors groups"
147,33,social,functioning feedback mechanisms,"indication of information sources, new ideas and practices, or support mechanisms at any food system stage among any group of actors"
147,34,social,existence and use of local traditional knowledge,use of local-traditional knowledge in the food system
147,35,social,shared vision,indication of a shared vision about the food system
148,1,environment,environmental,global warming potential
148,2,environment,environmental,acidification potential
148,3,environment,environmental,eutrophication potential
148,4,environment,environmental,mineral extraction
148,5,environment,environmental,water use
148,6,environment,environmental,land occupation
148,7,environment,environmental,fresh water aquatic ecotoxicity
148,8,environment,environmental,marine aquatic ecotoxicity
148,9,environment,environmental,terrestrial ecotoxicity
148,10,human; social,human; social,human-toxicity
148,11,environment,environmental,ozone layer depletion
148,12,human; social,human; social,photochemical smog
148,13,economic,economic,production cost
148,14,production,productivity,productivity of land
148,15,production,productivity,productivity of labour
148,16,human; social,human; social,health and safety
148,17,economic,economic,work time
148,18,human; social,human; social,public living condition
148,19,economic,economic,job creation
148,20,economic,economic,fair wage
148,21,economic,economic,technology development
148,22,economic,economic,age structure
148,23,human; social,human; social,education and training
148,24,human; social,human; social,working condition transparency
148,25,human; social,human; social,respect indigenous right
148,26,human; social,human; social,natural & cultural heritage
148,27,economic,economic,supplier relationship
149,1,social,NA,access of animals to water
149,2,social,NA,degree of job satisfaction
149,3,social,NA,training for farm managers
149,4,social,NA,generational renewal
149,5,social,NA,permanent access to open spaces
149,6,social,NA,institutional support
149,7,social,NA,participation of farmer in transformation of production
149,8,economic,NA,farm profitability
149,9,economic,NA,% of animal diet on grazing
149,10,economic,NA,calves sold per cow
149,11,economic,NA,total cost of farm
149,12,economic,NA,economic impact of feeding stuff
149,13,economic,NA,total costs of livestock
149,14,economic,NA,total sales of the farm
149,15,economic,NA,livestock mortality 
149,16,environment,NA,stocking rate
149,17,environment,NA,degree of soil erosion
149,18,environment,NA,soil conservation practices
149,19,environment,NA,manure management practices
149,20,environment,NA,wooded area
149,21,environment,NA,soil organic matter
149,22,environment,NA,measures against soil erosion
149,23,environment,NA,grazing area on farm
149,24,environment,NA,total water consumption
207,1,social,NA,toxicity for humans
207,2,social,NA,wages per cycle per hectare
207,3,social,NA,yield
207,4,social,NA,work effort indicator
207,5,environment,NA,quantity of nitrogen per kg produced
207,6,environment,NA,soil quality indicator with pca
207,7,environment,NA,land use
207,8,economic,NA,breakeven point by quantity
208,1,environment,diversity of crops,crop diversity
208,2,environment,diversity of crops,asparagus diversity
208,3,environment,diversity of crops,crop quality
208,4,environment,space and land management,farmland ownership
208,5,environment,space and land management,ecological buffer zones
208,6,environment,space and land management,environmental and landscape safeguard
208,7,environment,agricultural practices,seed provisions
208,8,environment,agricultural practices,fertilization
208,9,environment,agricultural practices,pesticides
208,10,environment,agricultural practices,proper tillage practices
208,11,environment,agricultural practices,soil protection
208,12,environment,agricultural practices,irrigation systems
208,13,environment,natural resources,water resource management
208,14,environment,natural resources,organic matter management
208,15,environment, energy,energy dependence
208,16,environment, energy,usage of renewable energy
208,17,environment,pollution and emissions,organic waste disposal
208,18,environment,pollution and emissions,waste disposal
208,19,environment,pollution and emissions,emissions / greenhouse gases
208,20,environment,pollution and emissions,"soil contamination
"
208,21,economic,economic viability,value of production
208,22,economic,endurance,farm ability to generate income
208,23,economic,endurance,income per family worker
208,24,economic,autonomy,economic autonomy
208,25,economic,autonomy,loans and leases
208,26,economic,diversification,diversification of the production
208,27,economic,diversification,business diversification
208,28,economic,multi-functionality,multi-functionality
208,29,social,quality,quality of the products
208,30,social,quality,rural buildings
208,31,social,quality,stakeholders
208,32,social,family ownership,family ownership
208,33,social,family ownership,community
208,34,social,family ownership,farm successors
208,35,social,family ownership,vertical farming practices
208,36,social,family ownership,internal and external threats
208,37,social,short supply chain and related activities,short food supply chain
208,38,social,short supply chain and related activities,related activities
208,39,social,work and employees,sustainability of the employees
208,40,social,work and employees,demographics of the employees
208,41,social,work and employees,training
208,42,social,social development,associations and social implications
208,43,social,social development,cooperation
208,44,social,culture and education,educating the consumer
208,45,social,culture and education,cultural significance of products
117,1,social,NA,rate of hope for future jobs
117,2,social,NA,rate of access to agricultural product ‘s insurance
117,3,social,NA,satisfaction of farming job
117,4,social,NA,rate of farmer’s technical knowledge
117,5,social,NA,rate of reduction of risk and production dangers in sustainable agriculture
117,6,social,NA,rate of farmer’s sufficiency in production
117,7,social,NA,sense of no deprivation in farmers
117,8,social,NA,rate of satisfaction of authorities
117,9,social,NA,support of agricultural organizations
117,10,social,NA,access to the general education level of the farmer ‘s household
117,11,social,NA,"access to the media information (radio, tv, internet, newspaper)"
117,12,social,NA,farmer’s knowledge about conservation of natural resources
117,13,social,NA,access to hygienic services
117,14,social,NA,ownership of paddy fields
117,15,social,NA,inheritance effect in land division and agricultural activities
117,16,social,NA,rate of participation in village’s social activities and programs
117,17,social,NA,rate of communication among farmers and related organizations
117,18,social,NA,appropriate space and facilities for conducting training courses
117,19,social,NA,participation in political decisions involving the community and place of living
117,20,social,NA,improving quality of life in sustainable agriculture
117,21,social,NA,maintain and improving food security for producer and consumer
117,22,social,NA,rate of participation in promotional and training courses
117,23,social,NA,creating new job opportunities in sustainable agriculture and effect on the human workforce
117,24,social,NA,youth interest in innovative systems
117,25,social,NA,"cooperation, communication and interaction among farmers"
117,26,social,NA,appropriate population density in rural areas
117,27,economic,NA,benefit to cost ratio (profitability) of agricultural activities
117,28,economic,NA,rate of farmer’s satisfaction of income
117,29,economic,NA,ability of short term and long term competitiveness with imported products
117,30,economic,NA,satisfaction of creating employment opportunities for youth
117,31,economic,NA,stability of farmer ‘s income
117,32,economic,NA,assess to cooperatives for production and selling
117,33,economic,NA,rate of investment in agricultural activities
117,34,economic,NA,access to facilities and credit
117,35,economic,NA,access to required inputs
117,36,economic,NA,%farmers losing % or more of their crops due to natural events such as droughts
117,37,economic,NA,"improvement of economic activities related to agriculture (production supply, job opportunities, loans )"
117,38,economic,NA,"productivity of production inputs (human workforce, water, fertilizer )"
117,39,economic,NA,rate of rice sales in the market
117,40,economic,NA,the reliance on government subsidies and payments
117,41,economic,NA,rate of farmers who accepted loans or debt from unofficial sources
117,42,economic,NA,access to rice market
117,43,economic,NA,the cost and time required to protect and transport the natural resources for future generations in traditional and sustainable farming system(comparison)
117,44,economic,NA,the amount of work required to harvest and transport the product
117,45,environment,NA,rate of land in cultivation
117,46,environment,NA,protection and improvement of biodiversity and natural resources
117,47,environment,NA,minimizing use and destruction of forest areas
117,48,environment,NA,"use of organic, green and micronutrient fertilizers"
117,49,environment,NA,the amount of fertilizer per hectare (intensive agriculture)
117,50,environment,NA,"soil quality (physical, chemical and biological condition)"
117,51,environment,NA,rate of lands under fallow to total lands ratio
117,52,environment,NA,farmer’s environmental knowledge
117,53,environment,NA,level of flood risk
117,54,environment,NA,minimizing use of agricultural chemical inputs
117,55,environment,NA,plowing perpendicular to the slope in order to prevent erosion on steep lands
117,56,environment,NA,rate of lands under double cultivation
117,57,environment,NA,surface water and groundwater quality
117,58,environment,NA,"air quality (so, no, and particulates)"
117,59,environment,NA,rate of lands under intercropping to total lands ratio
117,60,environment,NA,rate of lands under crop rotation to total lands ratio
117,61,environment,NA,use of crop residues and green manure
117,62,environment,NA,rate of greenhouse gas emission
209,1,environment,NA,area under forests
209,2,environment,NA,agricultural land use intensity (%)
209,3,environment,NA,agricultural chemical use intensity (kg/ha)
209,4,environment,NA,ground water depletion (%)
209,5,environment,NA,livestock intensity per net cropped area (number/ha)
209,6,environment,NA,rainfall variability (%)
209,7,environment,NA,fertilizer imbalance (index)
209,8,environment,NA,cropping intensity (%)
209,9,economic,NA,land productivity (rs/ha)
209,10,economic,NA,per capita food grain production (pcfgp) (kg/year)
209,11,economic,NA,factor productivity (rs/kg)
209,12,economic,NA,per capita income (pci) (rs)
209,13,economic,NA,energy productivity (rs/kwh)
209,14,economic,NA,man-land ratio (number)
209,15,economic,NA,irrigated area (%)
209,16,economic,NA,road transport (km)
209,17,social,NA,literacy rate (%)
209,18,social,NA,rural poverty (%)
209,19,social,NA,income inequality (gini coefficient)
209,20,social,NA,infant mortality rate (imr) (number)
209,21,social,NA,access to institutional credit (%)
209,22,social,NA,sex ratio (number)
209,23,social,NA,non-farm income (%)
209,24,social,NA,rural workforce participation rate (%)
189,1,environment,NA,landscape stability
189,2,environment; economic,NA,productivity
189,3,environment; economic; social,NA,sustainability management plan
189,4,environment,NA,water quality
189,5,economic,NA,monetary efficiency
189,6,economic; social,NA,tensions related to means of production
189,7,social; economic,NA,"safeness of workplace, operations, and facilities"
189,8,social,NA,human compatibility
189,9,environment,NA,overall energy efficiency
189,10,environment; social,NA,resistance to climate change
189,11,environment,NA,soil health
