key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-363933621,Ecological risk assessment of heavy metals in farmland soils in Beijing by three improved risk assessment methods,2021,,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,,28,41,57970-57982,"Rui, Chen and XuYing, Cai and GuoYu, Ding and FuMin, Ren and Qi, Wang and NuO, Cheng and JiaXing, Liu and LanXin, Li and RongGuang, Shi and Chen, R and Cai, X Y and Ding, G Y and Ren, F M and Wang, Q and Cheng, N and Liu, J X and Li, L X and Shi, R G",https://www.cabdirect.org/cabdirect/abstract/20220015929,English,Springer Berlin,Heidelberg,,"From Duplicate 1 (Ecological risk assessment of heavy metals in farmland soils in Beijing by three improved risk assessment methods - Chen, R; Cai, X Y; Ding, G Y; Ren, F M; Wang, Q; Cheng, N; Liu, J X; Li, L X; Shi, R G)     Times Cited in Web of Science Core Collection: 1     Total Times Cited: 1     Cited Reference Count: 42     From Duplicate 2 (Ecological risk assessment of heavy metals in farmland soils in Beijing by three improved risk assessment methods. - Rui, Chen; XuYing, Cai; GuoYu, Ding; FuMin, Ren; Qi, Wang; NuO, Cheng; JiaXing, Liu; LanXin, Li; RongGuang, Shi)     Author Affiliation: Beijing Jiaotong University, Beijing, 100044, China. | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Link to agri not explicit",10.1007/s11356-021-14695-8,"ACCUMULATION;AGRICULTURAL SOILS;APEC countries;Asia;BIOINDICATORS;Beijing;CADMIUM;CD;CHINA;CONTAMINATION;China;Crops;East Asia;Farmland soils;Heavy metals;Improved evaluation methods;LEAD;Northern China;POLLUTION ASSESSMENT;Peking;People's Republic of China;Risk assessment;SPATIAL-DISTRIBUTION;agricultural land;agricultural soils;arsenic;cadmium;farmland;heavy metals;high Human Development Index countries;lead;polluted soils;risk assessment;soil pollution;soil types;upper-middle income countries;Risk Assessment;Metals, Heavy",,
rayyan-363933622,On-farm assessment of dairy cattle management sustainability: resources and feeding.,2021,,,ZUCHTUNGSKUNDE,,93,1,1-18,"Rauen, A and Ebschke, S and Von Borell, E and Sudekum, K H and Borell, E von and Südekum, K H","[""https://www.zuechtungskunde.de/Archiv/On-farm-assessment-of-dairy-cattle-management-sustainability-Resources-and-feeding,QUlEPTY3Nzc4MzYmTUlEPTY5MTU4.html?UID=AB5268AACB072211A6C6403B3B1F3D833924EA57B5158C"", ""https://www.cabdirect.org/cabdirect/abstract/20210051796""]",English,Eugen Ulmer KG,"Univ Bonn, Inst Anim Sci, Endenicher Allee 15, D-53115 Bonn, Germany",,"From Duplicate 1 (On-farm assessment of dairy cattle management sustainability: resources and feeding. - Rauen, A; Ebschke, S; Borell, E von; Südekum, K H)     Author Affiliation: Institute of Animal Science, University of Bonn, Endenicher Allee 15, D-53115 Bonn, Germany.     Author Email: ksue@itw.uni-bonn.de     From Duplicate 2 (On-farm assessment of dairy cattle management sustainability: Resources and feeding - Rauen, A; Ebschke, S; Von Borell, E; Sudekum, K H)     Times Cited in Web of Science Core Collection: 1     Total Times Cited: 1     Cited Reference Count: 44 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: EU,Farm,Germany,Efficiency,Holistic assessment",,AGRICULTURE;Artiodactyla;Bos;Bovidae;COWS;Chordata;EFFICIENCY;EMISSIONS;ENERGY;EXCRETION;Europe;European Union Countries;Germany;INDICATORS;METHANE PRODUCTION;OECD Countries;POLICY;PROTEIN;Western Europe;animal rights;animal welfare;animals;cattle;cattle feeding;cycling;dairy cattle;dairy farming;dairy farms;dairy feeding;emissions;energy balance;environmental effects;environmental impact;eukaryotes;factors of production;farm management;greenhouse gas emissions;high income countries;indicator;mammals;milk production;nutrient cycling;production factors;resource efficiency;ruminants;sustainability;sustainability assessment;vertebrates;very high Human Development Index countries;Cattle,,
rayyan-363933623,A UN SDGs-Based Sustainability Evaluation Framework for Globally Important Agricultural Heritage Systems (GIAHS): A Case Study on the Kuaijishan Ancient Chinese Torreya Community,2021,,,SUSTAINABILITY,,13,17,,"Wen, Zhao and SiMing, Wang and YongXun, Zhang and Ming, Xu and HongKai, Qie and Yong, Lu and HanNing, Lu and Ran, An and Zhao, W and Wang, S M and Zhang, Y X and Xu, M and Qie, H K and Lu, Y and Lu, H N and An, R",https://www.cabdirect.org/cabdirect/abstract/20220027891,English,MDPI AG,Basel,,"From Duplicate 1 (A UN SDGs-Based Sustainability Evaluation Framework for Globally Important Agricultural Heritage Systems (GIAHS): A Case Study on the Kuaijishan Ancient Chinese Torreya Community - Zhao, W; Wang, S M; Zhang, Y X; Xu, M; Qie, H K; Lu, Y; Lu, H N; An, R)     Times Cited in Web of Science Core Collection: 1     Total Times Cited: 1     Cited Reference Count: 34     From Duplicate 2 (A UN SDGs-based sustainability evaluation framework for globally important agricultural heritage systems (GIAHS): a case study on the Kuaijishan Ancient Chinese Torreya Community. - Wen, Zhao; SiMing, Wang; YongXun, Zhang; Ming, Xu; HongKai, Qie; Yong, Lu; HanNing, Lu; Ran, An)     Author Affiliation: Institution of Chinese Agricultural Civilization, Nanjing Agricultural University, Nanjing 210095, China.     Author Email: zhaowen@agri.gov.cn | RAYYAN-INCLUSION: {""Elizabeth""=>""Included"", ""Levi""=>""Included""} | RAYYAN-LABELS: China,Community/landscape,Holistic assessment",10.3390/su13179957,APEC countries;Asia;Chekiang;China;East Asia;Eastern China;GIAHS;INDICATORS;People's Republic of China;Pinophyta;Spermatophyta;Taxaceae;Taxopsida;Torreya;UN;United Nations;United Nations Sustainable Development Goals (SDGs);Zhejiang;assessment;case studies;conservation;degradation;ecology;environment;environmental pollution;eukaryotes;evaluation index system;gymnosperms;high Human Development Index countries;plants;pollution;sustainability;sustainability evaluation;upper-middle income countries,,
rayyan-363933624,Indicator system optimization model for evaluating resilience of regional agricultural soil-water resource composite system,2021,,,Water Supply,,21,6,3251-3266,"Xu, D and Liu, J L and Liu, D and Fu, Q and Li, M and Faiz, M A and Liu, S C and Li, T X and Cui, S and Yan, G and Dan, Xu and JiLong, Liu and Dong, Liu and Qiang, Fu and Mo, Li and Faiz, M A and SiCheng, Liu and TianXiao, Li and Song, Cui and Ge, Yan",https://www.cabdirect.org/cabdirect/abstract/20210375250,English,IWA Publishing,London,,"From Duplicate 1 (Indicator system optimization model for evaluating resilience of regional agricultural soil-water resource composite system. - Dan, Xu; JiLong, Liu; Dong, Liu; Qiang, Fu; Mo, Li; Faiz, M A; SiCheng, Liu; TianXiao, Li; Song, Cui; Ge, Yan)     Author Affiliation: School of Water Conservancy &amp; Civil Engineering, Northeast Agricultural University, Harbin, Heilongjiang 150030, China.     Author Email: liudong@neau.edu.cn     From Duplicate 2 (Indicator system optimization model for evaluating resilience of regional agricultural soil-water resource composite system - Xu, D; Liu, J L; Liu, D; Fu, Q; Li, M; Faiz, M A; Liu, S C; Li, T X; Cui, S; Yan, G)     Times Cited in Web of Science Core Collection: 1     Total Times Cited: 1     Cited Reference Count: 37 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included"", ""Levi""=>""Included""} | RAYYAN-LABELS: China,Region/landscape,metric development,Holistic assessment",10.2166/ws.2021.090,APEC countries;Asia;BFCM-CRITIC;China;East Asia;Heilongjiang;North Eastern China;People's Republic of China;agricultural soil-water resource composite system resilience;agricultural soils;combination weight;dale criterion;high Human Development Index countries;indicator optimization;indicators;optimization;selection criteria;soil types;sustainability;upper-middle income countries;water resources,,
rayyan-363933625,"Wearable Internet of Things enabled precision livestock farming in smart farms: a review of technical solutions for precise perception, biocompatibility, and sustainability monitoring.",2021,,,JOURNAL OF CLEANER PRODUCTION,,312,,,"MengJie, Zhang and XuePei, Wang and HuanHuan, Feng and QiuYi, Huang and XinQing, Xiao and XiaoShuan, Zhang and Zhang, M J and Wang, X P and Feng, H H and Huang, Q Y and Xiao, X Q and Zhang, X S",https://www.cabdirect.org/cabdirect/abstract/20210319960,English,Elsevier Ltd,"China Agr Univ, Coll Engn, Beijing 100083, Peoples R China",,"From Duplicate 1 (Wearable Internet of Things enabled precision livestock farming in smart farms: A review of technical solutions for precise perception, biocompatibility, and sustainability monitoring - Zhang, M J; Wang, X P; Feng, H H; Huang, Q Y; Xiao, X Q; Zhang, X S)     Times Cited in Web of Science Core Collection: 18     Total Times Cited: 18     Cited Reference Count: 105     From Duplicate 2 (Wearable Internet of Things enabled precision livestock farming in smart farms: a review of technical solutions for precise perception, biocompatibility, and sustainability monitoring. - MengJie, Zhang; XuePei, Wang; HuanHuan, Feng; QiuYi, Huang; XinQing, Xiao; XiaoShuan, Zhang)     Author Affiliation: College of Engineering, China Agricultural University, Beijing, 100083, China.     Author Email: zhmystic@126.com | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Field,animal health",10.1016/j.jclepro.2021.127712,BEHAVIOR;Biocompatibility;DATA FUSION;DEVICES;ENCAPSULATION;GLUCOSE;HEART-RATE;PERFORMANCE;Precise perception;Precision livestock farming (PLF);ROBUST;SENSOR;Smart farms;Sustainability;TEMPERATURE;Technical solutions;Wearable Internet of Things (W-IoT);livestock farming;monitoring;precision agriculture;precision farming;site specific crop management;sustainability;technology;Internet,,
rayyan-363933626,Geochemical baseline establishment and source-oriented ecological risk assessment of heavy metals in lime concretion black soil from a typical agricultural area.,2021,,,International Journal of Environmental Research and Public Health,,18,13,,"Li, Q and Zhang, J M and Ge, W and Sun, P and Han, Y F and Qiu, H S and Zhou, S B and Qi, Li and JinMing, Zhang and Wen, Ge and Peng, Sun and YaFen, Han and HuSen, Qiu and ShouBiao, Zhou",https://www.cabdirect.org/cabdirect/abstract/20210267630,English,MDPI AG,Basel,,"From Duplicate 1 (Geochemical baseline establishment and source-oriented ecological risk assessment of heavy metals in lime concretion black soil from a typical agricultural area. - Qi, Li; JinMing, Zhang; Wen, Ge; Peng, Sun; YaFen, Han; HuSen, Qiu; ShouBiao, Zhou)     Author Affiliation: School of Environment and Surveying Engineering, Suzhou University, Suzhou 234000, China.     Author Email: Liqi@ahszu.edu.cn     From Duplicate 2 (Geochemical Baseline Establishment and Source-Oriented Ecological Risk Assessment of Heavy Metals in Lime Concretion Black Soil from a Typical Agricultural Area - Li, Q; Zhang, J M; Ge, W; Sun, P; Han, Y F; Qiu, H S; Zhou, S B)     Times Cited in Web of Science Core Collection: 3     Total Times Cited: 3     Cited Reference Count: 46 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Soil,China,Field,Contamination",10.3390/ijerph18136859 WE  - Science Citation Index Expanded (SCI-EXPANDED) WE  - Social Science Citation Index (SSCI),"APEC countries;Asia;CONTAMINATION;China;DELTA;ELEMENTS;ENVIRONMENT;East Asia;Eastern China;GUANGDONG PROVINCE;LAKE-SEDIMENTS;Mn;PMF receptor model;POLLUTION;People's Republic of China;REGION;SOURCE APPORTIONMENT;Shanghai;Suzhou City;WATER;agricultural land;arsenic;black soils;cadmium;chromium;coal;cobalt;copper;farmland;heavy metals;high Human Development Index countries;lead;lime;manganese;mercury;nickel;polluted soils;potential ecological risk;reference metal normalization;relative cumulative frequency curve;risk;risk assessment;soil pollution;soil types;source apportionment;subsoil;traffic;upper-middle income countries;zinc;Risk Assessment;Metals, Heavy",,
rayyan-363933627,Evaluating the sustainability of rural complex ecosystems during the development of traditional farming villages into tourism destinations: a diachronic emergy approach.,2021,,,Journal of Rural Studies,,86,,473-484,"Zhu, J X and Yuan, X M Z and Yuan, X M Z and Liu, S M and Guan, B T and Sun, J F and Chen, H F and JinXin, Zhu and XiaoMei, Yuan and XingZhong, Yuan and SiMan, Liu and BeiTing, Guan and JinFang, Sun and HongFei, Chen",https://www.cabdirect.org/cabdirect/abstract/20220028842,English,Elsevier Ltd,"South China Univ Technol, Sch Architecture, Guangzhou 510641, Guangdong, Peoples R China",,"From Duplicate 1 (Evaluating the sustainability of rural complex ecosystems during the development of traditional farming villages into tourism destinations: a diachronic emergy approach. - JinXin, Zhu; XiaoMei, Yuan; XingZhong, Yuan; SiMan, Liu; BeiTing, Guan; JinFang, Sun; HongFei, Chen)     Author Affiliation: School of Architecture, South China University of Technology, Guangzhou, 510641, China.     Author Email: xmyuan@scut.edu.cn     From Duplicate 2 (Evaluating the sustainability of rural complex ecosystems during the development of traditional farming villages into tourism destinations: A diachronic emergy approach - Zhu, J X; Yuan, X M; Yuan, X Z; Liu, S M; Guan, B T; Sun, J F; Chen, H F)     Times Cited in Web of Science Core Collection: 3     Total Times Cited: 3     Cited Reference Count: 63 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included"", ""Emily""=>""Included""} | RAYYAN-LABELS: China,Community/landscape,Holistic assessment",10.1016/j.jrurstud.2021.07.010,APEC countries;AREAS;Asia;China;Diachronic emergy approach;East Asia;FUTURE;People's Republic of China;REGION;Rural complex ecosystems;SETTLEMENTS;SYSTEMS;Social-ecological context;Sustainability;Tourism destinations;Traditional farming villages;WORLD HERITAGE SITE;accounting;communities;destinations;ecosystems;ecotourism;evaluation;governance;high Human Development Index countries;indicators;integration;models;resource exploitation;resource utilization;rural areas;rural development;social development;sustainability;theory;tourism;traditional farming;upper-middle income countries;utilization;villages,,
rayyan-363933628,"Evaluating the effects of biochar with farmyard manure under optimal mineral fertilizing on tomato growth, soil organic C and biochemical quality in a low fertility soil.",2021,,,SUSTAINABILITY,,13,5,,"Rehman, Iqra and Riaz, Muhammad and Ali, Sajid Shafaqat and Arif, M S and Ali, Sajid Shafaqat and Alyemeni, M N and Alsahli, A A",https://www.cabdirect.org/cabdirect/abstract/20210316397,English,MDPI AG,Basel,,"From Duplicate 1 (Evaluating the Effects of Biochar with Farmyard Manure under Optimal Mineral Fertilizing on Tomato Growth, Soil Organic C and Biochemical Quality in a Low Fertility Soil - Rehman, I; Riaz, M; Ali, S; Arif, M S; Ali, S; Alyemeni, M N; Alsahli, A A)     Times Cited in Web of Science Core Collection: 4     Total Times Cited: 4     Cited Reference Count: 111     From Duplicate 2 (Evaluating the effects of biochar with farmyard manure under optimal mineral fertilizing on tomato growth, soil organic C and biochemical quality in a low fertility soil. - Rehman, Iqra; Riaz, Muhammad; Ali, Sajid; Arif, M S; Ali, Shafaqat; Alyemeni, M N; Alsahli, A A)     Author Affiliation: Department of Environmental Sciences &amp; Engineering, Government College University Faisalabad, Faisalabad 38000, Pakistan.     Author Email: meerabfatima7@gmail.com | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Soil,Field,Productivity",10.3390/su13052652 WE  - Science Citation Index Expanded (SCI-EXPANDED) WE  - Social Science Citation Index (SSCI),CHEMICAL-PROPERTIES;CHLOROFORM FUMIGATION;DEFICIT IRRIGATION;ENVIRONMENTAL BENEFITS;FYM;GREENHOUSE-GAS EMISSIONS;Gossypium;IRRIGATION STRATEGIES;Lycopersicon esculentum;MICROBIAL BIOMASS;Malvaceae;Malvales;Oryza;Oryza sativa;PYROLYSIS TEMPERATURE;Poaceae;Poales;Solanaceae;Solanales;Solanum;Solanum lycopersicum;Spermatophyta;USE EFFICIENCY;VEGETABLE PRODUCTION;alkaline soils;angiosperms;application rates;biochar;biochemistry;biological activity in soil;biomass;biomass production;cation exchange capacity;charcoal;chemical properties of soil;chlorophyll;commelinids;cotton;electrical conductivity;eudicots;eukaryotes;farmyard manure;fertilisers;fertilizers;growth;maize cobs;microbial biomass;microbial flora;microflora;monocotyledons;nitrogen;nutrient availability;nutrients;organic carbon;organic matter in soil;paddy;phosphorus;physical properties of soil;physicochemical properties;plants;pot experimentation;potassium;pyrolysis;rice;rice straw;roots;shoots;soil amendments;soil biochemical quality;soil chemical properties;soil fertility;soil organic C;soil organic matter;soil pH;soil physical properties;soil respiration;soil types;straw;temperature;tomato;tomatoes;waste utilization;Self-Fertilization,,
rayyan-363933629,Ecological Health Risk Assessment of Heavy Metals in Farmland Soil of Changchun New Area,2021,,,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,,30,6,5775-5787,"QiFa, Sun and ZhuoAn, Sun and WeiGuo, Xing and GuoJie, Hao and XuGuang, Li and JiZhong, Du and ChunHai, Li and Hui, Tian and Xiao, Li and Sun, Q F and Sun, Z A and Xing, W G and Hao, G J and Li, X G and Du, J Z and Li, C H and Tian, H and Li, X G",https://www.cabdirect.org/cabdirect/abstract/20220083139,English,HARD Publishing Company,"CGS, Harbin Nat Resources Comprehens Invest Ctr, Haerbin 150081, Peoples R China",,"From Duplicate 1 (Ecological Health Risk Assessment of Heavy Metals in Farmland Soil of Changchun New Area - Sun, Q F; Sun, Z A; Xing, W G; Hao, G J; Li, X G; Du, J Z; Li, C H; Tian, H; Li, X)     Times Cited in Web of Science Core Collection: 0     Total Times Cited: 0     Cited Reference Count: 33     From Duplicate 2 (Ecological health risk assessment of heavy metals in farmland soil of Changchun New Area. - QiFa, Sun; ZhuoAn, Sun; WeiGuo, Xing; GuoJie, Hao; XuGuang, Li; JiZhong, Du; ChunHai, Li; Hui, Tian; Xiao, Li)     Author Affiliation: Harbin Natural Resources Comprehensive Investigation Center, CGS, Haerbin 150081, China.     Author Email: 1144746765@qq.com | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Link to agri not explicit",10.15244/pjoes/135616,"APEC countries;Asia;CROPS;China;East Asia;Jilin;Kirin;North Eastern China;People's Republic of China;agricultural land;agricultural soils;arsenic;cadmium;chromium;copper;ecological risk;farmland;farmland soil;health risk;heavy metal;heavy metals;high Human Development Index countries;lead;mercury;nickel;polluted soils;risk;risk assessment;soil pollution;soil types;upper-middle income countries;zinc;Risk Assessment;Metals, Heavy",,
rayyan-363933630,"Modern Short Food Supply Chain, Good Agricultural Practices, and Sustainability: A Conceptual Framework and Case Study in Vietnam",2021,,,AGRONOMY-BASEL,,11,12,,"Hoang, Viet",https://www.cabdirect.org/cabdirect/abstract/20220017996,English,MDPI Publishing,Basel,,"From Duplicate 1 (Modern Short Food Supply Chain, Good Agricultural Practices, and Sustainability: A Conceptual Framework and Case Study in Vietnam - Hoang, V)     Times Cited in Web of Science Core Collection: 3     Total Times Cited: 3     Cited Reference Count: 66     From Duplicate 2 (Modern short food supply chain, good agricultural practices, and sustainability: a conceptual framework and case study in Vietnam. - Hoang, Viet)     Author Affiliation: School of Economics, University of Economics Ho Chi Minh City, Ho Chi Minh City 700000, Vietnam.     Author Email: viet.hoang@ueh.edu.vn | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded"", ""Emily""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Not empirical",10.3390/agronomy11122408,APEC countries;AREAS;ASEAN Countries;Asia;CONSUMPTION;FARMERS;GOVERNANCE;Indochina;LOCAL FOOD;LOGISTICS;MILK;PRODUCERS;South East Asia;Viet Nam;Vietnam;animal husbandry;case studies;constraints;consumers;consumption;domestic animals;education;employment;energy consumption;energy use;energy utilization;environmental pollution;farmers;food production;food quality;food supply;food wastes;good practices;government;high Human Development Index countries;income;jobs;livestock;livestock farming;livestock husbandry;lower-middle income countries;pollution;short food supply chain;socioeconomic aspects;socioeconomics;sustainability;tourism;urban areas;urbanisation;urbanization;value chain;vegetable;Food,,
rayyan-363933631,Multitemporal satellite imagery analysis for soil organic carbon assessment in an agricultural farm in southeastern Brazil,2021,,,SCIENCE OF THE TOTAL ENVIRONMENT,,784,,,"Minhoni, R T de A and Scudiero, E and Zaccaria, D and Saad, J C C",https://www.cabdirect.org/cabdirect/abstract/20210217517,English,Elsevier Ltd,"Sao Paulo State Univ UNESP, Sao Paulo State Univ, Sch Agron Sci, Campus Botucatu,Ave Univ 3780, BR-18610034 Botucatu, SP, Brazil",,"From Duplicate 1 (Multitemporal satellite imagery analysis for soil organic carbon assessment in an agricultural farm in southeastern Brazil - Minhoni, R T D; Scudiero, E; Zaccaria, D; Saad, J C C)     Times Cited in Web of Science Core Collection: 1     Total Times Cited: 1     Cited Reference Count: 89     From Duplicate 2 (Multitemporal satellite imagery analysis for soil organic carbon assessment in an agricultural farm in southeastern Brazil. - Minhoni, R T de A; Scudiero, E; Zaccaria, D; Saad, J C C)     Author Affiliation: São Paulo State University, São Paulo State University (UNESP), School of Agronomical Sciences, Campus Botucatu, Av. Universitária, 3780, Botucatu, SP 18610-034, Brazil.     Author Email: renata.minhoni@unesp.br | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Farm,Soil,Brazil",10.1016/j.scitotenv.2021.147216,America;Brazil;Community of Portuguese Language Countries;Crop rotation;FRACTIONAL VEGETATION COVER;IMPACT;Latin America;NDVI;NITROGEN;PREDICTION;REFLECTANCE;Reduced tillage;Remote sensing;SENTINEL-2;SEQUESTRATION RATES;SPATIAL VARIATION;SPECTRAL INDEXES;Sentinel-2;South America;Spectral indices;Sustainable agriculture;TILLAGE;agricultural land;altitude;farmland;high Human Development Index countries;image analysis;normalized difference vegetation index;organic carbon;organic matter in soil;remote sensing;satellite imagery;soil organic matter;spatial distribution;subsoil;topsoil;upper-middle income countries;Imagery (Psychotherapy),,
rayyan-363933632,Quantification of resilience metrics as affected by conservation agriculture at a watershed scale,2021,,,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,,320,,,"Eeswaran, R and Nejadhashemi, A P and Kpodo, J and Curtis, Z K and Adhikari, U and Liao, H S and Li, S G and Hernandez-Suarez, J S and Alves, F C and Raschke, A and Jha, P K and HuaSheng, Liao and ShuGuang, Li and Hernandez-Suarez, J S and Alves, F C and Raschke, A and Jha, P K",https://www.cabdirect.org/cabdirect/abstract/20210386214,English,Elsevier,Amsterdam,,"From Duplicate 1 (Quantification of resilience metrics as affected by conservation agriculture at a watershed scale. - Eeswaran, R; Nejadhashemi, A P; Kpodo, J; Curtis, Z K; Adhikari, U; HuaSheng, Liao; ShuGuang, Li; Hernandez-Suarez, J S; Alves, F C; Raschke, A; Jha, P K)     Author Affiliation: Department of Plant, Soil and Microbial Sciences, Michigan State University, East Lansing, MI 48824, USA.     Author Email: pouyan@msu.edu     From Duplicate 2 (Quantification of resilience metrics as affected by conservation agriculture at a watershed scale - Eeswaran, R; Nejadhashemi, A P; Kpodo, J; Curtis, Z K; Adhikari, U; Liao, H S; Li, S G; Hernandez-Suarez, J S; Alves, F C; Raschke, A; Jha, P K)     Times Cited in Web of Science Core Collection: 3     Total Times Cited: 3     Cited Reference Count: 141 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included"", ""Emily""=>""Included""} | RAYYAN-LABELS: USA,Resilience,Community/landscape,Holistic assessment",10.1016/j.agee.2021.107612,APEC countries;America;CLIMATE-CHANGE;CROP-LIVESTOCK SYSTEMS;Crop modeling;Drought;ECOSYSTEM SERVICES;East North Central States of USA;FOOD;Fabaceae;Fabales;GROUNDWATER DEPLETION;Glycine (Fabaceae);Glycine max;Groundwater modeling;HIGH-PLAINS;Lake States of USA;MAIZE PRODUCTION;MANAGEMENT;Michigan;NO-TILL;No-till;North America;North Central States of USA;OECD Countries;Papilionoideae;Poaceae;Poales;Recharge;Soil moisture;Spermatophyta;Triticum;Triticum aestivum;USA;United States of America;YIELD;Zea;Zea mays;angiosperms;aquifers;catchment areas;commelinids;corn;crop rotation;crop yield;drought;eudicots;eukaryotes;groundwater;groundwater recharge;high income countries;long term experiments;maize;models;monocotyledons;no-tillage;no-tillage systems;plants;rivers;rotational cropping;rotations;soil cultivation;soil moisture;soil water;soyabeans;soybeans;sustainability;tillage;very high Human Development Index countries;water table;water yield;watersheds;wheat;zero tillage;Metronidazole,,
rayyan-363933633,Impacts of mulching measures on crop production and soil organic carbon storage in a rainfed farmland area under future climate.,2021,,,Field Crops Research,,273,,,"ZiHan, Liu and FangYuan, Huang and BingFan, Wang and ZhaoYang, Li and Peng, Zhang and ZhiKuan, Jia and Liu, Z H and Huang, F Y and Wang, B F and Li, Z Y and Zhang, P and Jia, Z K",https://www.cabdirect.org/cabdirect/abstract/20210412391,English,Elsevier B.V.,"Northwest A&F Univ, Minist Agr, Key Lab Crop Physioecol & Tillage Sci Northwester, Coll Agron, Yangling 712100, Shaanxi, Peoples R China",,"From Duplicate 1 (Impacts of mulching measures on crop production and soil organic carbon storage in a rainfed farmland area under future climate - Liu, Z H; Huang, F Y; Wang, B F; Li, Z Y; Zhang, P; Jia, Z K)     Times Cited in Web of Science Core Collection: 2     Total Times Cited: 2     Cited Reference Count: 38     From Duplicate 2 (Impacts of mulching measures on crop production and soil organic carbon storage in a rainfed farmland area under future climate. - ZiHan, Liu; FangYuan, Huang; BingFan, Wang; ZhaoYang, Li; Peng, Zhang; ZhiKuan, Jia)     Author Affiliation: Key Laboratory of Crop Physio-ecology and Tillage Science in the Northwestern Loess Plateau, Ministry of Agriculture/College of Agronomy, Northwest A&amp;F University, Yangling 712100, Shaanxi, China.     Author Email: 1294654156@qq.com | RAYYAN-INCLUSION: {""Emily""=>""Excluded""} | RAYYAN-LABELS: China,Field,climate/air,Productivity | RAYYAN-EXCLUSION-REASONS: Not empirical",10.1016/j.fcr.2021.108303,APEC countries;Asia;CHINA;China;Climate change;DNDC;East Asia;LOESS PLATEAU;Loess Plateau;MODEL;Maize yield;Mulching;People's Republic of China;Poaceae;Poales;RIDGE-FURROW;Soil organic carbon;Spermatophyta;USE EFFICIENCY;WATER;YIELDS;Zea;Zea mays;angiosperms;arid lands;climatic factors;commelinids;corn;crop yield;dry farming;dryland farming;eukaryotes;high Human Development Index countries;maize;monocotyledons;mulching;organic carbon;organic matter in soil;plants;plastic film;precipitation;soil cultivation;soil organic matter;straw;straw mulches;temperature;tillage;upper-middle income countries,,
rayyan-363933634,Evaluation of potential ecological risks in potential toxic elements contaminated agricultural soils: correlations between soil contamination and polymetallic mining activity.,2021,,,Journal of Environmental Management,,300,,,"Liu, X W and Chen, S Y and Yan, X L and Liang, T and Yang, X and El-Naggar, A and Liu, J and Chen, H B and XingWang, Liu and SiYuan, Chen and XiuLan, Yan and Tao, Liang and Xiao, Yang and El-Naggar, A and Jie, Liu and HongBo, Chen",https://www.cabdirect.org/cabdirect/abstract/20210398640,English,Elsevier,"Xiangtan Univ, Coll Environm & Resources, Xiangtan 411100, Peoples R China",,"From Duplicate 1 (Evaluation of potential ecological risks in potential toxic elements contaminated agricultural soils: correlations between soil contamination and polymetallic mining activity. - XingWang, Liu; SiYuan, Chen; XiuLan, Yan; Tao, Liang; Xiao, Yang; El-Naggar, A; Jie, Liu; HongBo, Chen)     Author Affiliation: College of Environment and Resources, Xiangtan University, Xiangtan, 411100, China.     Author Email: lxwsa@xtu.edu.cn     From Duplicate 2 (Evaluation of potential ecological risks in potential toxic elements contaminated agricultural soils: Correlations between soil contamination and polymetallic mining activity - Liu, X W; Chen, S Y; Yan, X L; Liang, T; Yang, X; El-Naggar, A; Liu, J; Chen, H B)     Times Cited in Web of Science Core Collection: 8     Total Times Cited: 8     Cited Reference Count: 64 | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No sustainability dimension",10.1016/j.jenvman.2021.113679,ACCUMULATION;APEC countries;Agricultural soils;Asia;CHINA;China;East Asia;Geoaccumulation index;HEAVY-METAL CONTAMINATION;HUNAN PROVINCE;Modified potential ecological risk index;Oryza;Oryza sativa;PADDY FIELDS;POLLUTION INDEXES;People's Republic of China;Poaceae;Poales;Potential toxic elements;RICE GRAIN;SOURCE APPORTIONMENT;SOURCE IDENTIFICATION;SPATIAL-DISTRIBUTION;Spermatophyta;Trend analysis;agricultural soils;angiosperms;arsenic;cadmium;chromium;commelinids;eukaryotes;high Human Development Index countries;lead;mercury;mining;monocotyledons;paddy;plants;poisons;polluted soils;rice;risk;risk assessment;silver;soil pollution;soil types;toxic substances;upper-middle income countries;zinc,,
